,City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
237130,Delhi,2020-05-30 02:00:00,499.9,292.6,149.5,91.6,68.3,21.1,6.09,23.9,155.4,11.68,11.16,7.65,218.3,Satisfactory
237135,Delhi,2020-05-30 03:00:00,409.5,501.0,31.7,127.7,106.0,33.4,5.58,25.7,127.0,4.57,14.64,7.62,154.0,Very Poor
237140,Delhi,2020-05-30 04:00:00,465.8,539.8,160.6,17.2,67.5,12.3,7.44,58.7,49.1,15.79,15.46,1.83,315.1,Severe
237145,Delhi,2020-05-30 05:00:00,148.5,466.7,180.1,43.8,54.8,42.5,8.12,30.5,158.7,2.96,25.87,0.87,50.7,Good
237150,Delhi,2020-05-30 06:00:00,249.0,218.7,28.7,121.5,12.0,10.4,4.73,76.4,72.5,8.88,3.1,2.9,178.7,Moderate
237155,Delhi,2020-05-30 07:00:00,240.4,587.5,12.4,108.9,18.6,4.8,6.23,42.6,172.3,3.87,24.36,7.63,209.6,Satisfactory
237160,Delhi,2020-05-30 08:00:00,163.2,404.9,44.2,149.5,58.2,27.1,6.91,96.6,98.0,11.5,7.57,7.69,290.9,Very Poor
237165,Delhi,2020-05-30 09:00:00,401.3,35.6,141.4,135.7,40.6,38.4,0.73,6.1,115.9,13.47,22.9,5.8,457.6,Good
237170,Delhi,2020-05-30 10:00:00,354.8,114.9,45.8,45.6,142.4,15.6,9.08,37.9,74.8,3.21,5.77,8.6,48.6,Poor
237175,Delhi,2020-05-30 11:00:00,34.1,419.8,131.6,105.8,11.7,21.5,8.64,25.3,112.3,15.08,24.43,8.53,480.5,Poor
237180,Delhi,2020-05-30 12:00:00,25.8,323.9,7.4,17.3,154.0,6.0,0.71,79.2,169.6,14.32,1.09,9.26,189.0,Moderate
237185,Delhi,2020-05-30 13:00:00,256.5,289.8,26.9,118.6,88.6,21.1,2.13,97.1,25.5,10.04,3.57,9.54,389.2,Good
237190,Delhi,2020-05-30 14:00:00,415.6,11.7,181.5,0.7,36.9,27.1,2.62,1.7,118.3,12.29,22.42,6.55,190.2,Moderate
237195,Delhi,2020-05-30 15:00:00,392.8,448.5,26.5,39.8,7.8,48.8,4.44,51.9,142.6,14.67,5.59,9.43,373.0,Poor
237200,Delhi,2020-05-30 16:00:00,447.5,451.9,21.6,29.3,182.0,47.8,3.84,99.2,81.1,14.17,10.35,3.57,303.6,Moderate
237205,Delhi,2020-05-30 17:00:00,126.0,148.9,59.2,148.0,129.9,21.2,0.12,63.2,116.3,18.69,2.41,0.55,361.7,Good
237210,Delhi,2020-05-30 18:00:00,15.0,122.8,155.9,143.7,57.1,12.2,4.78,97.9,172.3,6.64,18.65,5.53,169.6,Severe
237215,Delhi,2020-05-30 19:00:00,32.8,266.9,191.2,36.5,217.4,16.5,6.52,23.5,49.0,4.7,26.47,3.74,466.1,Very Poor
237220,Delhi,2020-05-30 20:00:00,473.4,446.3,46.0,53.5,30.0,22.4,1.88,26.8,19.2,11.07,22.53,9.03,383.0,Good
237225,Delhi,2020-05-30 21:00:00,31.9,162.2,103.4,9.8,114.2,7.6,7.15,56.8,76.0,7.22,24.21,2.8,125.3,Satisfactory
237230,Delhi,2020-05-30 22:00:00,428.5,547.6,111.7,130.8,121.0,34.7,8.89,72.5,86.6,12.48,28.56,8.45,185.5,Good
237235,Delhi,2020-05-30 23:00:00,221.1,363.9,48.3,133.1,171.5,11.8,3.18,52.1,114.1,9.15,19.3,9.88,473.0,Moderate
237240,Delhi,2020-05-31 00:00:00,347.5,185.9,102.1,128.1,209.8,42.5,4.34,53.1,132.2,8.99,5.14,7.46,31.2,Moderate
237245,Delhi,2020-05-31 01:00:00,274.8,121.9,177.5,138.8,106.7,36.9,9.52,68.5,178.3,19.87,8.9,4.74,300.4,Moderate
237250,Delhi,2020-05-31 02:00:00,272.4,68.1,102.5,13.4,194.9,30.4,2.36,40.0,187.2,15.8,3.77,9.76,95.6,Satisfactory
237255,Delhi,2020-05-31 03:00:00,1.0,79.9,184.7,74.0,221.0,41.0,8.17,83.8,122.4,13.88,20.1,7.34,245.2,Satisfactory
237260,Delhi,2020-05-31 04:00:00,201.3,572.6,106.3,24.7,138.5,24.0,5.45,37.9,27.4,16.6,12.4,5.59,414.6,Severe
237265,Delhi,2020-05-31 05:00:00,316.3,291.5,125.2,118.0,193.2,49.7,4.98,30.8,157.6,8.51,11.25,4.92,102.9,Satisfactory
237270,Delhi,2020-05-31 06:00:00,273.8,23.8,88.7,78.0,68.7,17.0,5.23,38.0,138.3,4.71,29.55,0.05,385.4,Severe
237275,Delhi,2020-05-31 07:00:00,391.8,457.4,29.7,26.8,191.4,17.3,9.72,33.3,183.3,15.43,29.37,2.01,118.7,Poor
237280,Delhi,2020-05-31 08:00:00,282.7,80.7,61.2,5.6,221.1,17.7,2.46,51.1,19.6,0.13,1.28,6.65,28.7,Poor
237285,Delhi,2020-05-31 09:00:00,114.3,589.4,42.2,143.0,47.3,41.1,0.82,64.1,80.0,12.85,25.06,3.08,133.3,Severe
237290,Delhi,2020-05-31 10:00:00,365.2,167.1,74.0,112.2,182.9,9.2,6.01,2.3,110.4,17.68,14.03,9.01,320.4,Poor
237295,Delhi,2020-05-31 11:00:00,299.3,432.6,65.5,41.6,130.5,40.4,5.96,97.0,102.9,13.27,16.03,1.04,485.2,Satisfactory
237300,Delhi,2020-05-31 12:00:00,230.1,141.4,193.5,132.7,225.1,41.8,7.89,70.3,180.4,6.62,23.2,9.04,31.1,Good
237305,Delhi,2020-05-31 13:00:00,272.9,217.9,88.0,38.1,152.0,3.3,1.32,35.5,178.1,0.93,27.52,2.38,154.2,Severe
237310,Delhi,2020-05-31 14:00:00,367.7,393.1,187.5,1.9,82.7,12.1,3.55,52.5,106.4,5.77,8.78,4.36,7.2,Moderate
237315,Delhi,2020-05-31 15:00:00,326.3,213.8,140.5,27.7,222.6,32.6,7.25,65.3,181.3,2.22,23.61,8.34,213.2,Severe
237320,Delhi,2020-05-31 16:00:00,277.3,79.8,107.5,88.6,42.4,24.0,1.38,72.3,69.4,8.02,18.37,7.46,285.9,Good
237325,Delhi,2020-05-31 17:00:00,219.5,246.5,15.8,56.7,58.3,25.1,1.68,14.7,88.3,14.5,22.82,9.32,270.8,Moderate
237330,Delhi,2020-05-31 18:00:00,474.1,165.2,171.6,36.0,133.3,11.0,4.37,49.4,26.7,18.15,25.22,3.49,130.7,Severe
237335,Delhi,2020-05-31 19:00:00,308.7,6.7,165.4,132.5,126.9,45.7,4.88,30.8,154.9,19.21,10.29,1.2,291.0,Moderate
237340,Delhi,2020-05-31 20:00:00,105.7,37.5,42.5,129.0,112.4,33.5,2.7,15.4,183.1,14.56,21.72,3.4,458.5,Satisfactory
237345,Delhi,2020-05-31 21:00:00,206.4,121.7,170.8,89.7,188.5,49.4,8.42,63.2,115.0,0.11,7.35,3.89,18.6,Very Poor
237350,Delhi,2020-05-31 22:00:00,114.8,132.2,6.7,49.4,67.1,40.3,2.02,87.2,150.8,7.44,14.31,1.5,176.7,Very Poor
237355,Delhi,2020-05-31 23:00:00,365.9,547.0,26.9,95.1,50.7,49.1,8.22,46.7,48.4,17.74,17.61,1.7,71.0,Very Poor
237360,Delhi,2020-06-01 00:00:00,195.8,133.8,134.8,114.4,161.7,0.1,9.23,51.5,171.5,12.43,12.02,4.31,107.5,Severe
237365,Delhi,2020-06-01 01:00:00,462.9,399.2,17.4,112.3,134.0,30.7,1.11,37.9,180.5,6.7,19.71,1.86,398.0,Good
237370,Delhi,2020-06-01 02:00:00,395.7,140.9,174.0,77.7,126.0,41.8,3.8,90.2,25.8,11.8,18.41,9.48,331.9,Good
237375,Delhi,2020-06-01 03:00:00,321.9,556.2,48.4,30.9,53.8,40.7,0.09,42.7,46.1,0.83,5.59,3.15,497.4,Moderate
237380,Delhi,2020-06-01 04:00:00,137.9,28.5,47.9,38.9,112.3,35.3,4.03,27.1,64.0,6.24,5.81,6.39,415.6,Severe
237385,Delhi,2020-06-01 05:00:00,203.7,61.4,121.9,52.9,234.7,13.2,5.39,10.2,197.7,6.5,4.96,2.17,424.0,Poor
237390,Delhi,2020-06-01 06:00:00,257.3,292.8,129.4,117.0,18.8,12.3,0.14,17.5,198.8,11.94,3.74,5.59,204.8,Satisfactory
237395,Delhi,2020-06-01 07:00:00,373.7,478.8,95.2,80.3,127.2,11.4,8.67,78.2,115.5,13.92,4.58,3.91,93.5,Poor
237400,Delhi,2020-06-01 08:00:00,23.7,596.3,180.4,35.4,235.2,49.4,4.5,56.6,154.4,10.94,1.01,0.24,179.9,Poor
237405,Delhi,2020-06-01 09:00:00,420.2,164.5,81.1,37.4,43.4,21.4,5.24,89.6,60.2,7.85,7.66,6.88,452.9,Satisfactory
237410,Delhi,2020-06-01 10:00:00,331.6,183.1,162.0,132.3,126.1,18.9,5.79,25.2,65.6,10.8,10.37,1.33,334.5,Very Poor
237415,Delhi,2020-06-01 11:00:00,403.7,597.1,91.2,81.6,103.1,36.0,5.67,28.8,74.0,16.63,4.61,6.82,356.4,Severe
237420,Delhi,2020-06-01 12:00:00,468.1,367.9,56.0,17.9,99.2,11.7,5.86,72.7,139.7,4.93,5.27,8.51,239.6,Satisfactory
237425,Delhi,2020-06-01 13:00:00,9.3,140.5,193.9,25.1,0.3,37.7,1.29,32.3,6.8,4.19,18.03,9.84,242.5,Poor
237430,Delhi,2020-06-01 14:00:00,396.5,381.5,33.7,29.0,237.0,26.0,2.0,82.5,52.9,1.48,13.76,8.42,201.6,Satisfactory
237435,Delhi,2020-06-01 15:00:00,345.2,193.0,178.4,137.3,158.8,32.8,2.83,11.2,104.0,13.75,20.21,5.88,186.0,Very Poor
237440,Delhi,2020-06-01 16:00:00,145.0,35.2,177.9,9.4,164.2,5.0,0.11,66.7,63.3,17.08,20.18,6.52,383.8,Good
237445,Delhi,2020-06-01 17:00:00,288.1,499.3,55.6,49.9,239.7,25.6,6.28,9.8,132.0,16.79,5.64,1.46,86.7,Good
237450,Delhi,2020-06-01 18:00:00,485.8,475.9,52.3,139.4,205.0,24.1,8.94,32.5,87.8,7.9,20.78,1.21,480.0,Satisfactory
237455,Delhi,2020-06-01 19:00:00,148.7,87.4,36.0,61.3,17.0,46.6,4.04,29.8,120.0,16.49,24.54,4.28,489.5,Severe
237460,Delhi,2020-06-01 20:00:00,428.7,422.9,9.3,109.9,53.3,45.1,1.54,82.3,64.3,6.77,27.02,8.99,112.3,Satisfactory
237465,Delhi,2020-06-01 21:00:00,178.2,215.6,83.5,102.1,116.5,25.3,8.41,33.7,187.9,3.74,22.25,3.45,306.0,Good
237470,Delhi,2020-06-01 22:00:00,174.2,78.5,96.4,111.7,57.7,28.7,1.78,67.6,12.6,14.03,6.0,2.12,419.2,Good
237475,Delhi,2020-06-01 23:00:00,228.3,376.7,76.9,107.8,221.7,7.8,6.8,31.7,44.2,6.22,23.19,6.66,120.3,Poor
237480,Delhi,2020-06-02 00:00:00,5.3,182.8,47.0,73.1,37.2,38.2,5.19,3.5,17.8,6.22,2.36,8.2,399.8,Poor
237485,Delhi,2020-06-02 01:00:00,434.1,225.2,191.0,4.9,25.4,6.7,0.1,94.0,44.8,10.03,28.97,3.26,66.9,Poor
237490,Delhi,2020-06-02 02:00:00,54.7,158.5,169.6,50.1,70.3,37.2,1.74,44.2,94.8,10.93,18.23,7.52,481.9,Poor
237495,Delhi,2020-06-02 03:00:00,309.6,553.5,40.9,57.6,248.4,36.4,9.76,13.4,171.4,3.71,29.97,4.09,397.3,Moderate
237500,Delhi,2020-06-02 04:00:00,244.2,155.7,37.3,59.4,150.1,21.1,3.43,53.7,41.1,11.66,29.07,9.25,411.9,Satisfactory
237505,Delhi,2020-06-02 05:00:00,431.6,522.5,158.1,39.4,211.3,0.6,2.8,47.0,144.9,9.25,7.05,2.61,42.8,Very Poor
237510,Delhi,2020-06-02 06:00:00,150.2,411.8,56.2,147.2,54.0,12.2,1.92,85.7,56.4,0.94,19.67,1.63,499.5,Good
237515,Delhi,2020-06-02 07:00:00,98.7,130.1,43.0,46.6,82.0,10.8,9.22,54.0,102.5,18.61,2.62,2.5,387.1,Satisfactory
237520,Delhi,2020-06-02 08:00:00,212.0,363.7,8.5,117.6,147.8,3.3,4.06,39.7,84.8,18.92,19.97,8.66,66.9,Moderate
237525,Delhi,2020-06-02 09:00:00,213.1,12.2,157.8,98.2,5.0,26.4,0.91,73.9,31.3,8.76,24.6,7.76,67.9,Moderate
237530,Delhi,2020-06-02 10:00:00,344.1,323.3,153.6,42.3,67.3,11.7,8.93,95.8,199.1,12.78,3.99,9.16,175.4,Moderate
237535,Delhi,2020-06-02 11:00:00,305.4,165.9,45.5,141.3,165.3,33.0,3.34,61.7,73.3,6.67,18.74,0.42,1.4,Good
237540,Delhi,2020-06-02 12:00:00,280.0,191.7,22.4,145.9,160.4,2.2,2.57,51.7,112.0,18.35,0.11,9.29,133.7,Poor
237545,Delhi,2020-06-02 13:00:00,145.3,571.5,53.1,101.3,230.6,47.8,7.51,83.3,79.1,9.58,20.63,7.64,450.0,Satisfactory
237550,Delhi,2020-06-02 14:00:00,474.3,462.6,9.4,83.3,132.6,46.1,4.45,23.2,32.5,7.84,9.98,5.85,34.4,Severe
237555,Delhi,2020-06-02 15:00:00,72.5,333.0,116.6,46.5,184.6,24.6,2.99,36.8,7.7,15.9,4.45,9.92,371.4,Poor
237560,Delhi,2020-06-02 16:00:00,498.9,265.2,89.9,131.2,73.5,23.3,3.91,98.6,191.1,17.49,7.45,7.14,192.6,Good
237565,Delhi,2020-06-02 17:00:00,257.7,300.3,180.2,109.8,21.9,21.9,6.04,23.9,187.8,7.59,22.11,7.74,104.3,Very Poor
237570,Delhi,2020-06-02 18:00:00,118.9,261.4,10.0,22.1,134.0,13.4,1.36,1.1,84.6,4.92,21.27,0.1,63.1,Satisfactory
237575,Delhi,2020-06-02 19:00:00,6.9,519.2,88.5,0.2,115.2,4.0,8.99,83.7,29.9,18.63,23.49,3.64,397.0,Moderate
237580,Delhi,2020-06-02 20:00:00,137.8,37.3,5.9,62.0,47.3,28.3,1.26,56.4,59.7,7.45,10.01,7.87,314.2,Poor
237585,Delhi,2020-06-02 21:00:00,435.2,499.7,83.6,32.1,96.6,28.1,5.03,54.4,143.5,18.78,6.15,0.52,332.3,Very Poor
237590,Delhi,2020-06-02 22:00:00,489.0,591.7,103.9,63.5,32.7,37.8,9.8,27.5,78.4,17.86,23.44,3.17,455.5,Good
237595,Delhi,2020-06-02 23:00:00,207.6,497.5,81.8,73.6,119.6,4.9,1.47,78.5,23.1,13.38,24.85,3.53,245.5,Good
237600,Delhi,2020-06-03 00:00:00,144.5,488.1,3.0,134.1,4.7,28.7,6.27,51.6,109.8,12.21,3.99,2.01,196.9,Moderate
237605,Delhi,2020-06-03 01:00:00,401.7,6.3,160.3,63.1,130.5,4.3,0.03,11.2,183.2,17.99,24.59,4.7,450.1,Poor
237610,Delhi,2020-06-03 02:00:00,274.2,546.1,147.6,43.2,132.8,43.8,6.37,45.6,100.1,9.05,19.15,9.59,209.1,Moderate
237615,Delhi,2020-06-03 03:00:00,228.2,565.3,78.1,96.6,67.4,2.6,6.1,75.2,66.4,7.64,25.6,6.9,451.3,Very Poor
237620,Delhi,2020-06-03 04:00:00,79.9,283.3,28.5,17.3,219.5,31.2,2.07,56.4,53.7,2.43,20.69,5.94,21.2,Satisfactory
237625,Delhi,2020-06-03 05:00:00,403.7,172.6,150.1,85.7,180.0,32.5,6.94,42.0,154.9,15.27,8.5,8.08,191.2,Good
237630,Delhi,2020-06-03 06:00:00,91.1,111.3,178.6,116.7,218.1,13.8,8.34,73.5,127.8,16.35,19.98,6.48,168.1,Severe
237635,Delhi,2020-06-03 07:00:00,63.9,310.4,110.5,5.8,137.5,4.7,7.87,7.9,117.8,19.09,3.55,6.28,283.2,Very Poor
237640,Delhi,2020-06-03 08:00:00,411.2,242.3,103.7,130.6,24.9,46.1,4.58,43.3,36.6,15.5,23.15,8.6,462.2,Satisfactory
237645,Delhi,2020-06-03 09:00:00,369.8,571.6,180.5,5.9,138.5,32.3,9.58,17.3,174.3,1.09,28.05,5.59,301.7,Very Poor
237650,Delhi,2020-06-03 10:00:00,341.2,563.8,120.8,140.0,68.4,12.6,3.02,83.3,13.3,1.81,22.62,2.67,224.3,Good
237655,Delhi,2020-06-03 11:00:00,143.3,60.3,60.8,56.8,90.3,26.7,7.31,21.8,120.7,2.49,24.82,8.69,157.5,Poor
237660,Delhi,2020-06-03 12:00:00,168.8,231.1,34.2,117.9,135.4,17.4,8.37,91.4,135.5,17.24,14.78,5.66,158.8,Very Poor
237665,Delhi,2020-06-03 13:00:00,182.8,240.1,17.2,137.9,112.4,40.1,8.02,17.6,160.9,1.56,3.4,6.18,362.9,Moderate
237670,Delhi,2020-06-03 14:00:00,189.5,150.1,1.9,47.8,222.8,44.0,3.27,23.3,87.8,17.36,17.39,1.19,103.3,Good
237675,Delhi,2020-06-03 15:00:00,147.4,421.3,158.1,43.4,0.9,37.8,2.35,43.9,22.6,17.27,6.32,8.18,320.6,Good
237680,Delhi,2020-06-03 16:00:00,441.5,594.8,113.3,87.1,179.7,15.1,9.71,82.0,165.4,1.78,28.91,8.84,134.9,Moderate
237685,Delhi,2020-06-03 17:00:00,109.4,128.6,12.3,33.9,44.2,43.1,8.98,98.9,43.7,4.88,28.44,6.61,216.0,Very Poor
237690,Delhi,2020-06-03 18:00:00,24.4,67.9,130.4,125.6,154.4,43.5,5.77,57.8,128.3,17.79,1.55,8.95,144.0,Moderate
237695,Delhi,2020-06-03 19:00:00,257.9,28.7,59.4,11.8,36.5,33.7,6.63,4.4,196.9,5.84,14.88,1.85,147.1,Satisfactory
237700,Delhi,2020-06-03 20:00:00,166.6,356.5,57.6,106.3,66.7,47.4,5.09,20.3,16.7,3.02,20.94,6.44,414.5,Satisfactory
237705,Delhi,2020-06-03 21:00:00,65.4,147.3,22.6,55.4,161.1,1.0,9.89,40.3,51.4,9.61,5.4,0.89,498.0,Satisfactory
237710,Delhi,2020-06-03 22:00:00,108.2,316.4,197.8,82.9,215.6,48.6,1.95,16.4,98.4,14.46,12.75,3.3,359.2,Poor
237715,Delhi,2020-06-03 23:00:00,97.3,47.2,36.0,132.8,92.8,13.3,5.81,18.8,151.3,11.14,28.18,3.88,403.7,Poor
237720,Delhi,2020-06-04 00:00:00,302.8,110.4,172.5,18.7,210.8,31.3,4.33,85.6,188.6,8.81,10.25,7.82,481.2,Moderate
237725,Delhi,2020-06-04 01:00:00,305.3,147.8,49.3,81.7,127.4,40.1,6.22,87.6,127.5,9.73,0.63,7.88,255.2,Satisfactory
237730,Delhi,2020-06-04 02:00:00,327.7,525.7,32.1,13.5,42.9,42.1,0.57,8.5,180.1,10.33,15.62,1.66,361.3,Good
237735,Delhi,2020-06-04 03:00:00,210.2,53.7,59.8,3.8,90.1,7.9,7.26,43.2,14.5,2.84,12.24,2.49,13.4,Moderate
237740,Delhi,2020-06-04 04:00:00,173.7,55.3,198.1,140.6,223.4,34.4,0.2,8.2,15.3,5.49,17.78,7.94,289.3,Severe
237745,Delhi,2020-06-04 05:00:00,493.3,84.6,117.5,104.6,95.3,5.3,2.25,25.7,64.0,18.85,17.31,9.85,94.3,Moderate
237750,Delhi,2020-06-04 06:00:00,26.3,138.9,123.9,41.7,55.8,23.7,6.2,51.9,39.4,6.45,24.35,9.3,352.1,Satisfactory
237755,Delhi,2020-06-04 07:00:00,247.5,502.5,142.2,70.6,224.8,19.9,8.99,35.7,115.8,3.08,14.49,2.81,187.7,Very Poor
237760,Delhi,2020-06-04 08:00:00,184.5,61.4,19.2,130.7,197.6,9.6,2.58,10.6,98.2,14.38,26.94,9.77,123.6,Satisfactory
237765,Delhi,2020-06-04 09:00:00,439.2,443.5,21.3,91.9,196.8,43.6,6.97,37.2,110.6,3.6,14.52,8.74,258.4,Moderate
237770,Delhi,2020-06-04 10:00:00,470.1,347.4,86.1,12.9,176.1,17.6,4.07,97.5,105.8,6.72,4.23,2.47,285.0,Moderate
237775,Delhi,2020-06-04 11:00:00,397.5,154.6,99.9,30.9,203.0,16.7,6.44,3.1,53.4,1.6,12.02,7.82,435.4,Poor
237780,Delhi,2020-06-04 12:00:00,229.0,580.2,155.7,143.1,220.3,22.2,6.79,44.8,133.9,17.29,13.04,6.6,230.5,Good
237785,Delhi,2020-06-04 13:00:00,305.8,368.2,56.3,49.5,150.5,41.6,6.34,49.6,106.8,16.84,10.11,8.76,331.3,Moderate
237790,Delhi,2020-06-04 14:00:00,191.5,132.6,88.6,92.9,139.5,12.4,7.21,40.3,176.1,1.5,22.38,7.54,77.3,Good
237795,Delhi,2020-06-04 15:00:00,236.7,419.2,11.1,86.1,49.2,14.1,9.37,3.2,87.3,5.49,3.33,0.06,372.8,Moderate
237800,Delhi,2020-06-04 16:00:00,192.8,551.0,33.9,118.8,2.9,40.9,4.56,81.9,6.7,10.26,26.77,4.44,485.5,Severe
237805,Delhi,2020-06-04 17:00:00,419.1,307.2,147.6,116.7,184.8,8.1,8.12,82.0,133.2,2.46,9.81,3.88,245.3,Poor
237810,Delhi,2020-06-04 18:00:00,457.4,380.2,98.1,121.6,162.8,11.9,0.9,52.1,52.9,12.67,21.2,7.73,274.5,Severe
237815,Delhi,2020-06-04 19:00:00,245.1,397.1,108.7,119.5,22.9,24.1,0.97,76.2,91.4,9.56,1.22,0.52,232.6,Poor
237820,Delhi,2020-06-04 20:00:00,250.8,162.9,62.3,111.9,103.0,4.8,8.96,91.2,71.8,17.16,2.75,1.74,485.7,Very Poor
237825,Delhi,2020-06-04 21:00:00,116.3,536.9,22.6,85.1,238.9,22.1,3.97,19.1,165.8,17.66,23.05,5.33,110.2,Satisfactory
237830,Delhi,2020-06-04 22:00:00,384.2,39.4,49.0,58.7,180.6,18.5,2.94,0.6,164.0,5.75,3.03,0.44,268.5,Satisfactory
237835,Delhi,2020-06-04 23:00:00,168.1,238.7,35.4,25.4,24.6,21.1,5.9,4.3,132.8,3.19,14.96,5.64,160.3,Satisfactory
237840,Delhi,2020-06-05 00:00:00,81.0,429.2,160.2,84.3,176.3,11.2,7.5,69.0,109.3,3.53,4.15,2.42,33.6,Good
237845,Delhi,2020-06-05 01:00:00,208.9,517.2,182.4,69.1,173.5,49.0,0.59,44.0,125.4,5.17,28.44,4.35,193.2,Good
237850,Delhi,2020-06-05 02:00:00,36.2,507.9,34.3,73.1,114.8,23.0,2.46,4.4,162.0,8.58,2.55,3.1,75.3,Very Poor
237855,Delhi,2020-06-05 03:00:00,235.1,304.9,198.4,29.3,198.1,18.7,9.56,43.8,3.2,2.18,24.81,9.06,421.4,Very Poor
237860,Delhi,2020-06-05 04:00:00,245.7,496.8,64.3,77.9,41.8,24.6,8.08,50.1,194.7,18.97,3.56,3.11,52.9,Satisfactory
237865,Delhi,2020-06-05 05:00:00,415.2,541.0,93.9,48.9,8.2,20.5,4.13,87.9,77.7,1.81,9.61,8.46,49.4,Good
237870,Delhi,2020-06-05 06:00:00,300.4,36.9,12.4,6.4,198.6,39.3,0.91,64.7,21.5,19.99,9.97,9.68,242.1,Good
237875,Delhi,2020-06-05 07:00:00,161.9,46.0,115.8,100.0,183.8,26.6,6.59,40.4,132.1,0.02,2.32,5.28,195.5,Moderate
237880,Delhi,2020-06-05 08:00:00,58.1,33.7,153.2,71.5,217.6,14.6,3.98,48.4,76.6,17.97,18.23,8.61,211.4,Severe
237885,Delhi,2020-06-05 09:00:00,194.7,79.6,75.6,88.5,165.9,22.7,1.77,54.5,94.8,18.17,6.98,5.06,309.7,Good
237890,Delhi,2020-06-05 10:00:00,144.1,432.5,163.2,50.2,2.6,1.7,2.67,85.4,129.0,16.36,1.96,2.7,176.9,Satisfactory
237895,Delhi,2020-06-05 11:00:00,353.2,588.1,81.3,36.5,179.6,24.2,3.74,76.2,20.9,4.44,2.63,6.7,165.9,Satisfactory
237900,Delhi,2020-06-05 12:00:00,420.6,31.0,189.2,71.4,54.9,35.6,5.52,17.2,6.3,12.78,14.66,1.17,462.1,Severe
237905,Delhi,2020-06-05 13:00:00,353.5,2.3,79.7,62.1,25.9,11.9,7.81,42.2,153.8,11.18,3.96,0.37,93.8,Satisfactory
237910,Delhi,2020-06-05 14:00:00,418.7,546.3,169.6,143.2,198.8,14.2,1.17,98.3,107.2,8.88,3.02,5.14,117.4,Severe
237915,Delhi,2020-06-05 15:00:00,87.7,19.4,145.7,76.8,10.8,36.5,3.64,84.5,34.6,6.01,7.6,6.92,449.4,Very Poor
237920,Delhi,2020-06-05 16:00:00,295.8,517.5,133.6,128.6,16.5,15.1,8.46,20.7,144.6,7.51,7.54,3.58,118.1,Good
237925,Delhi,2020-06-05 17:00:00,50.9,316.2,21.8,138.1,32.2,37.1,2.45,55.5,56.8,3.6,18.01,3.58,154.1,Good
237930,Delhi,2020-06-05 18:00:00,236.9,539.9,189.5,101.3,154.5,0.1,8.76,49.9,130.6,8.53,14.55,3.21,472.6,Poor
237935,Delhi,2020-06-05 19:00:00,11.4,108.8,69.1,83.1,97.7,18.3,6.17,29.8,57.7,19.13,0.97,5.49,135.6,Very Poor
237940,Delhi,2020-06-05 20:00:00,261.1,537.3,158.2,140.4,52.7,23.8,2.67,34.2,97.7,1.6,20.89,6.23,377.9,Very Poor
237945,Delhi,2020-06-05 21:00:00,141.2,94.4,165.4,23.1,91.3,45.1,1.63,39.4,173.7,1.02,12.48,6.36,195.6,Poor
237950,Delhi,2020-06-05 22:00:00,70.4,297.1,103.2,34.0,138.1,22.0,3.14,37.1,112.1,0.61,10.24,5.09,61.3,Good
237955,Delhi,2020-06-05 23:00:00,63.8,423.1,4.3,95.7,36.3,27.3,5.84,64.9,179.5,4.34,17.73,4.56,296.5,Severe
237960,Delhi,2020-06-06 00:00:00,438.1,247.0,90.1,13.9,89.6,30.6,4.75,86.5,29.8,9.08,16.48,8.57,140.1,Severe
237965,Delhi,2020-06-06 01:00:00,134.9,188.1,62.5,139.2,165.2,13.5,8.23,62.5,50.8,5.5,19.89,7.67,71.3,Good
237970,Delhi,2020-06-06 02:00:00,31.4,20.8,136.5,76.8,110.5,13.1,7.76,1.5,181.3,1.02,14.1,8.91,168.6,Poor
237975,Delhi,2020-06-06 03:00:00,440.4,61.5,172.5,21.9,239.6,19.1,1.94,38.3,39.8,17.58,24.72,7.51,88.6,Very Poor
237980,Delhi,2020-06-06 04:00:00,370.5,134.1,156.0,148.4,75.4,5.7,9.73,31.3,120.5,0.91,16.15,5.25,78.6,Satisfactory
237985,Delhi,2020-06-06 05:00:00,57.4,113.2,44.5,106.3,84.5,25.5,8.24,99.7,165.8,16.84,21.5,5.33,371.5,Satisfactory
237990,Delhi,2020-06-06 06:00:00,249.1,197.4,171.9,133.9,54.1,14.5,0.0,91.7,63.6,1.92,22.65,6.39,472.9,Very Poor
237995,Delhi,2020-06-06 07:00:00,337.9,321.2,135.0,21.5,148.8,33.4,1.67,30.0,150.3,0.15,29.07,4.63,338.4,Moderate
238000,Delhi,2020-06-06 08:00:00,277.4,67.2,150.9,64.9,209.1,10.3,3.86,84.3,179.1,9.76,18.26,3.69,228.2,Moderate
238005,Delhi,2020-06-06 09:00:00,434.6,568.8,52.6,149.0,71.3,21.6,4.83,77.2,55.8,11.89,7.94,6.9,372.1,Good
238010,Delhi,2020-06-06 10:00:00,349.3,400.3,59.2,75.4,111.7,38.7,0.91,37.7,192.8,16.89,29.65,0.48,91.4,Poor
238015,Delhi,2020-06-06 11:00:00,378.6,170.6,139.0,146.8,200.8,4.1,2.63,18.0,143.2,5.88,26.81,0.33,25.3,Poor
